2002	BE1	BE2	BE21	BE22	BE23	BE24	BE25	BE3	BE31	BE32	BE33	BE34	BE35	DK01	DK02	DK03	DE1	DE11	DE12	DE13	DE14	DE2	DE21	DE22	DE23	DE24	DE25	DE26	DE27	DE5	DE6	DE7	DE71	DE72	DE73	DE9	DE91	DE92	DE93	DE94	DEA	DEA1	DEA2	DEA3	DEA4	DEA5	DEB	DEB1	DEB2	DEB3	DEC	DEF	GR1	GR11	GR12	GR13	GR14	GR2	GR21	GR22	GR23	GR24	GR25	GR3	GR4	GR41	GR42	GR43	ES1	ES11	ES12	ES13	ES2	ES21	ES22	ES23	ES24	ES3	ES4	ES41	ES42	ES43	ES5	ES51	ES52	ES53	ES6	ES61	ES62	ES63	ES64	ES7	FR1	FR2	FR21	FR22	FR23	FR24	FR25	FR26	FR3	FR4	FR41	FR42	FR43	FR5	FR51	FR52	FR53	FR6	FR61	FR62	FR63	FR7	FR71	FR72	FR8	FR81	FR82	FR83	IE01	IE02	ITC	ITC1	ITC2	ITC3	ITC4	ITD	ITD1	ITD2	ITD3	ITD4	ITD5	ITE	ITE1	ITE2	ITE3	ITE4	ITF	ITF1	ITF2	ITF3	ITF4	ITF5	ITF6	ITG	ITG1	ITG2	NL1	NL11	NL12	NL13	NL2	NL21	NL22	NL3	NL31	NL32	NL33	NL34	NL4	NL41	NL42	AT1	AT11	AT12	AT13	AT2	AT21	AT22	AT3	AT31	AT32	AT33	AT34	PT1	PT11	PT15	PT16	PT17	PT18	FI1	FI13	FI18	FI19	FI1A	FI2	SE01	SE02	SE04	SE06	SE07	SE08	SE09	SE0A	UKC	UKC1	UKC2	UKD	UKD1	UKD2	UKD3	UKD4	UKD5	UKE	UKE1	UKE2	UKE3	UKE4	UKF	UKF1	UKF2	UKF3	UKG	UKG1	UKG2	UKG3	UKH	UKH1	UKH2	UKH3	UKI	UKI1	UKI2	UKJ	UKJ1	UKJ2	UKJ3	UKJ4	UKK	UKK1	UKK2	UKK3	UKK4	UKL	UKL1	UKL2	UKM	UKM1	UKM2	UKM3	UKM4	UKN
1980	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
1981	101.8722706	97.83159237	96.86816075	99.88444937	97.47775973	98.63216128	98.55443706	98.58191062	96.51618946	99.22966832	98.51255928	100.0393	97.68985617	98.32707154	98.51767155	98.33424135	100.6918687	100.7977828	100.6355504	100.7102691	100.5148098	101.0447454	100.8739834	101.0770988	101.2937824	101.5673908	101.0025596	101.0855144	100.9266079	101.3037433	101.0801642	98.69197916	98.69829924	98.51654794	98.81711954	99.80396305	100.0881376	100.0856395	99.34912767	99.6251552	99.84925235	100.0359755	99.53259443	99.61455104	99.78516234	100.1090818	101.296505	101.2979844	101.3167316	101.2901555	102.8773591	97.25473258	98.83212287	109.5145518	94.63441186	99.49059361	101.6606	100.7782549	106.7284308	110.1218838	101.7438087	93.87798286	107.1522808	90.16527714	101.8986792	101.2933083	106.3894802	99.77827289	100.0007149	99.57526984	100.6728594	100.5687004	100.5771887	102.2661449	99.91986316	102.3815975	97.0779993	100.4221186	95.08679609	94.76959507	94.56796325	97.77802988	98.49813213	97.40020463	99.58905867	103.4514009	95.75693967	95.83503142	95.71141386	95.34294202	91.08763982	102.8383792	102.1789076	98.64843997	95.63872454	97.50147793	101.4958452	99.4527504	96.89591423	100.0114054	100.6918687	99.23401267	98.82541384	101.2514905	96.88226109	101.960555	101.8076004	102.787506	100.7801362	103.3337065	104.0759201	103.4461744	100.1086925	100.7638635	100.9722857	99.66140807	103.9532299	104.8729123	103.4943269	106.0900158	104.4440307	105.6990527	99.58725641	98.98773962	100.284788	98.54651979	99.97634656	100.2201673	98.00905472	98.05853524	100.7703605	98.08317914	100.7465397	100.7442249	102.8589261	97.23889216	99.41242483	100.0810085	99.18182378	99.54890399	99.29663596	100.1392408	95.66318602	93.3048487	105.8219403	99.75501618	100.3525421	98.09328285	98.57049218	98.76914069	98.51787163	98.28694991	98.86870309	100.7993066	97.93151391	99.28291029	99.40237535	99.74899777	99.03552768	97.93821165	99.39880096	99.50855759	99.14480907	98.27250788	100.2761776	97.3459076	98.7925335	98.71253724	99.1308781	98.51091387	99.0395989	99.48099981	98.01078082	98.69532153	99.60582198	99.97702655	99.66159521	100.6036336	101.5437078	101.1657751	90.45491002	102.396897	101.7214858	102.239254	103.2542892	102.0700802	102.8982015	102.5488675	100.4968354	101.2306697	100.1369221	99.63609421	99.5140847	100.5106267	101.0362476	98.59606117	98.94603891	98.30287678	96.30562176	98.77812634	96.16797673	96.10166757	96.70016008	95.57476716	97.78847912	99.61993676	100.2345452	96.46886806	97.21185482	98.61470038	98.52546727	98.68880439	98.79729856	96.27894594	96.92706793	96.68339653	95.99771137	97.53384519	98.79938016	95.77695687	98.01443511	100.1207818	100.1208097	100.1207881	99.35166676	97.98282746	99.46950722	101.3870194	98.50079577	99.229467	99.42904372	98.36738728	100.6275508	99.21691622	98.13258172	97.83972954	98.50746997	100.8595982	105.9024003	98.9365878	100.4304691	107.6879634	98.8791518
1982	102.2444482	99.47783374	98.63448138	105.2653824	98.98133784	100.0435169	98.34854855	98.89849411	97.24149332	99.29636967	98.48542648	102.8723087	98.15090874	100.5286202	101.6129162	101.7805814	99.81123492	100.138694	99.60847989	99.68625905	99.53608785	101.6277807	101.3051589	101.4709981	101.9926505	102.5650296	101.7251784	101.7793646	101.4180078	98.07155893	98.71182067	99.1335894	99.12022021	98.90422787	99.35999437	99.22726879	99.69774385	99.763327	98.416629	98.90792755	98.46911839	98.79958007	97.82626232	98.01337826	98.40778371	99.02302035	102.3747209	102.4271149	102.3113133	102.3518155	101.9693491	96.53403369	97.85804152	116.0319388	92.95534104	103.267073	95.0928623	97.96978966	105.0369628	110.5024146	102.6230333	88.60078993	103.6708733	89.50655668	109.4139879	108.8918009	109.8514689	109.3929576	101.3954945	100.97973	103.8152629	98.27142043	100.6287985	103.2715532	95.72858369	98.39973373	98.37777288	100.8013221	96.4911059	96.92184616	95.01754849	98.33560414	98.37748567	98.17296394	96.74855089	108.4510467	96.22384202	96.53496991	95.54062853	95.88425774	84.30769965	106.1457009	107.8375072	100.9881384	97.10626125	94.47538665	108.029263	103.8658167	96.24128965	104.230864	99.81123492	97.61576865	96.53084613	102.6429677	92.08095366	104.293039	104.4485713	104.1203689	104.2492894	107.2919573	107.8475107	107.4631494	104.5062956	102.663902	102.4601986	103.3059714	108.5472931	112.7458543	106.6292971	115.5342027	112.258758	114.9728768	99.43047534	98.06131514	101.4683438	99.96131789	99.87376569	100.2004555	99.94285877	100.133996	101.4659616	97.83237508	99.72248266	102.1529783	104.1888922	99.39513551	99.0041112	101.9609145	100.4855621	101.9381878	96.76215659	105.2913015	94.54171963	90.87724232	102.48419	101.2515038	101.4976221	100.5706894	95.87169104	94.02826285	97.93794181	98.87718106	97.73586744	102.1767946	95.575593	99.6912716	98.56911027	99.98203091	100.4563885	94.12503937	98.92532043	100.1391704	96.345845	95.90029588	97.38956625	95.97486533	96.13565904	94.70077977	95.88298386	94.12344485	95.47241705	95.19625832	96.03977828	95.84867945	94.74733497	100.7821564	98.51592313	101.4656579	101.2069922	102.7087737	97.55327446	104.8829598	104.2356199	105.8559177	104.4094236	102.3107381	104.3234474	104.8154191	100.7996369	102.1331508	100.0958516	99.13085992	99.08166214	100.9132853	101.8310677	100.6190765	99.0897109	101.90104	99.36779832	103.4856002	99.80771444	99.31630527	99.72767779	97.38174342	102.0592048	106.2251602	107.5072121	97.98516826	101.4741799	102.2221392	101.9361824	102.9434661	101.424986	98.42419943	100.4523228	100.244864	97.1562913	99.36140487	102.6121324	97.88437451	96.7235402	102.5629986	102.5744824	102.5559069	101.5910075	100.9645026	102.4003491	102.1233402	100.1701559	102.6204346	104.1792927	101.5025942	100.7898222	100.9799436	104.2362132	103.1007063	105.8175614	101.6764897	121.5769686	97.76784164	99.27378761	110.0061884	102.0926116
1983	100.7325226	100.5683693	97.78417673	109.0036829	101.898221	101.538706	99.26054254	99.78425554	98.21385207	100.5202097	98.89653082	103.8280605	99.19984561	102.2333925	102.8521836	104.6762266	102.1188418	102.6178483	101.9312164	101.8204598	101.6432679	104.2155056	103.7642917	103.8362641	104.6943109	105.488517	104.5298758	104.3480859	103.9626081	97.5641848	101.4261803	102.4398293	102.4687491	102.0304615	102.6919221	100.1655772	100.9352285	100.9452745	99.07516046	99.58117824	99.36691964	99.9240283	98.50528481	98.47099641	99.2007311	100.1862103	103.8854536	104.0825078	103.5115823	103.8348543	104.2364524	98.01798869	95.9346371	115.5294651	90.69396956	95.66897197	95.66663373	97.37338129	107.9757838	111.8630591	101.2910902	87.10923562	103.443908	91.88846307	107.2074173	98.5074263	113.7106913	107.2527327	100.4161039	100.9851233	99.89002242	99.08567179	100.8884125	100.7629539	96.79141626	102.6068728	103.2439385	101.2901963	97.67238897	100.0155923	94.40268296	95.78194396	100.1850339	99.4885586	98.70485878	114.0464795	98.41552892	97.99769716	101.545943	96.603885	92.47413675	108.7047839	110.259702	100.206775	94.00320416	93.60787431	106.2770532	103.5996037	99.19048734	103.1086827	102.1188418	98.03969158	96.39507023	102.7005536	94.01139604	104.1349969	104.3003656	103.5287588	104.8244597	109.7304581	111.4676104	108.9309979	105.4690343	103.8770171	103.6854828	104.3573047	108.4051292	112.2141831	106.7423279	113.2900347	111.8849376	115.9668554	99.70642061	99.03461205	100.8721975	99.05091589	99.99632656	99.57033102	100.4328302	100.7213136	101.8834603	96.8044141	98.01681616	103.8039507	102.8515615	99.79775993	99.59951825	106.3900649	103.982261	103.3352088	98.96684999	107.1252429	99.93940949	94.8858445	108.5194932	105.9478809	106.3903224	104.7443026	95.88038222	94.90751251	98.04404016	96.59943122	98.05545299	102.2139327	96.02832311	100.7620072	98.69028205	101.0533392	101.9821996	93.91314964	100.7573094	101.1601634	99.868836	94.39085145	92.39644021	93.27429613	95.72618546	92.01878728	92.32878576	91.84966886	93.71178685	94.00683346	94.67723488	93.1664266	91.85127264	100.7497693	100.0145074	99.76236321	101.5491531	102.1596649	94.25703628	107.2534873	104.0480845	109.7856316	104.5352498	105.7020136	128.8081264	109.3015726	103.038574	104.9328236	102.0053799	100.4794466	100.4472966	103.1667562	104.5086979	102.8634566	100.5940827	104.7642951	102.9524773	108.6036632	103.3667637	103.4096133	102.9814088	99.7622032	103.557405	107.6819776	110.7731638	98.55405098	103.0449431	103.1816676	103.4627157	104.5200944	98.49063065	99.88932436	102.0563072	103.1865384	98.01229311	103.7765734	104.862948	104.2180193	101.6935792	107.1758341	107.1630091	107.1837551	107.987241	109.8539556	108.8181918	106.816977	104.6270277	104.0207171	105.7493373	102.9387301	102.5232912	101.8804991	105.1996226	103.7932428	107.1266556	103.9565346	116.9831738	102.1505648	101.1019838	113.0405344	103.7770529
1984	103.1880327	103.2269326	101.8792337	106.7211905	105.1993833	102.7640216	102.3297147	100.1501126	99.04507425	98.34883376	101.9629302	106.8458911	98.06172157	105.9882226	107.5656561	110.6204946	105.1289757	105.7978525	104.9838229	104.6116173	104.4723621	108.1512014	107.5027385	107.4420735	109.0367566	109.8225774	108.8250515	108.136722	107.8300208	101.410028	106.9150755	106.8860719	106.9466261	106.4316435	107.0836672	104.3372721	105.5138922	105.4339288	102.8786453	103.4035468	101.7950552	102.6553358	100.7571683	100.3941411	101.3947147	102.8396422	106.8963417	107.2103615	106.526432	106.756927	106.5057581	102.0987996	101.2689643	130.9920266	96.15349969	94.45302447	96.84409079	97.02488539	103.7458322	112.5357193	98.43476165	90.19321064	100.9296018	93.06299561	106.6971031	105.3413644	114.3170692	103.2516363	101.6453068	102.760634	100.0515785	100.1207334	100.9597424	98.9274097	98.05749943	104.8285238	106.2760261	102.3566208	100.8202828	102.381204	94.20559611	109.7021684	102.4736804	101.0638194	101.407238	120.7876356	97.80433371	97.95946137	98.59683013	94.65980355	82.04334358	111.7199758	111.0372023	102.1459267	94.78024816	96.23758389	105.5288016	106.1633037	104.7770927	104.4259594	105.1289757	100.7458961	98.43635112	106.2037549	96.76621938	106.2021679	106.7332411	105.5188877	106.2829001	112.2923047	113.8870236	112.0316911	106.766683	106.3737921	106.186986	106.6877657	109.0803237	113.7947052	107.2998783	109.8871165	114.7186571	120.3328102	101.5740621	100.6981492	103.5415469	104.637856	101.3530475	102.5277012	104.882877	105.2602262	105.7319397	100.0239904	99.78859617	105.7555479	104.123215	98.87387806	98.77146223	110.1010017	106.0451409	107.3293442	104.905481	109.4788741	101.8493052	105.3533131	104.7939625	108.1423206	107.7528945	109.2689031	101.1213838	103.4136933	98.98922866	98.12311511	99.72756105	105.1804873	97.06230713	104.2072741	101.1414901	105.7509509	103.8708938	105.2258937	105.3780732	105.2628603	105.5636699	94.49097296	91.69601287	93.40492264	95.99067776	91.46627515	92.71816591	90.83090218	91.77210453	91.5783825	92.92214818	92.23222515	89.40796511	99.2513579	99.96303633	89.76745807	100.6201476	100.1114123	92.20229995	111.9688582	108.5462047	114.9699685	108.3411042	110.3823601	134.9199061	115.128077	106.6628875	109.1740978	105.2304136	103.2449934	103.1912039	106.8567859	108.4410749	103.5097574	101.074901	105.5474107	103.9905824	111.059511	104.4227798	104.9924091	103.0288007	100.1581645	105.5871956	114.9993273	117.3397394	95.24320814	105.1084965	107.9635005	104.7553672	112.7203751	107.4366649	104.6346478	107.3330795	107.8808007	102.6953534	107.9438149	113.1056472	106.4898156	102.5465366	109.9971523	110.0003279	109.9951893	110.7995894	114.4080167	112.0917612	108.2847358	105.2897419	108.9689858	110.5675956	109.0714702	106.8091077	106.3595535	108.5194333	106.4068128	111.3608116	107.4065477	121.8296494	107.5955326	104.0261268	103.6733733	108.6884086
1985	102.4223012	106.0299666	103.9127176	108.7381569	109.0538918	105.5997854	105.8558915	104.6785186	104.4224205	102.1888628	105.3046912	113.311195	106.2238426	109.6183053	109.8006256	113.638861	108.5306198	109.2506267	108.5404832	107.8202236	107.7532522	110.7483407	109.852763	109.6615476	111.7479107	112.8688166	111.783329	110.8121257	110.4892777	101.3591547	109.8880758	110.2740645	110.3054043	109.8665159	110.5172665	106.7620376	108.4216441	108.1573437	104.9496536	105.4375858	105.2394905	106.4240468	103.8965918	103.4148833	104.641599	106.5541898	108.707659	109.0613185	108.3785098	108.527961	110.1626655	103.6778377	106.1377934	138.2389135	100.2127382	102.3674717	100.9035402	97.62240801	102.8341815	113.3377387	97.37459017	90.78532437	103.9421626	92.34531493	112.8489144	105.5313129	114.3637773	114.9324742	98.03044815	96.53158915	100.9835607	98.59582218	105.2963202	104.3540439	103.3100071	105.0403217	108.708843	108.8209925	102.5968177	102.0882902	99.25203404	112.7403037	106.2945695	103.720324	109.2251383	115.7513589	102.0226863	101.2781598	104.1346979	137.8808595	105.7581737	122.3399571	114.9170195	105.4204854	96.77208363	97.06908118	115.1331266	109.7693255	104.3504582	107.3708575	108.5306198	101.2672721	98.05368047	107.1975869	98.325716	107.1107582	107.7882925	105.9805414	107.6797335	112.140552	114.6737691	111.3575847	104.5640618	107.3659353	107.9190439	104.0170202	110.8074853	112.3884126	110.1671667	113.9196695	120.6622979	128.0882018	105.6516142	104.5477058	107.5272583	107.6354773	105.6644794	104.3242685	104.2566705	104.8269117	108.4853822	103.210397	100.8779872	108.8300202	108.506107	101.13181	102.1290225	112.2487202	107.8586873	109.4476474	107.9063225	111.0527489	101.9482157	100.3783876	112.9406256	107.2803158	106.9647976	108.2130442	107.1267566	111.7912425	100.2283874	103.4968773	100.8383968	104.5941035	98.97211162	105.1554043	102.2470193	108.346063	103.6888889	103.4045763	108.5701297	108.2182372	109.2368416	95.79286553	91.24452102	92.9054921	98.54273752	92.92520516	91.74486954	93.47109257	94.3772901	96.23981621	93.20486685	93.47810541	90.58166092	101.8850569	94.49246467	96.58213682	119.07649	101.1016923	94.42477972	115.8485044	110.7657436	120.745067	110.8167141	110.391127	144.8909448	118.6968799	108.2941214	111.4066062	106.776407	104.2378939	104.1508673	108.7646718	110.4120343	107.4294115	105.3708274	109.1529725	108.6930189	119.8785866	109.4297552	110.029334	107.1937727	103.030457	111.3682229	118.867711	116.8429817	104.4324924	111.3653008	112.8216862	112.1563206	117.2191026	103.3767097	109.4177474	113.2576678	112.36375	107.3215552	110.9852635	114.9261322	110.4829835	106.0941091	115.7558881	115.7583619	115.7543618	114.1504523	118.839606	116.6241751	109.0798903	107.8356717	111.5772178	114.0706144	112.5063227	106.8370605	107.1799004	109.5605622	107.1102259	112.8652567	110.9820101	115.4845503	112.5359978	109.957247	97.83439141	112.6404415
1986	106.086437	108.2054372	102.7313346	116.5929349	113.2285349	108.5246636	108.550299	107.2036024	103.7011613	105.6560318	107.5926247	115.7925868	109.2215894	114.0461403	114.5160841	119.039133	112.1126613	116.3746242	110.3156709	108.6397716	108.135303	114.1336486	111.8943578	111.4121944	115.1189984	116.7432593	116.0978159	117.1557817	115.1441351	102.807483	111.4107656	113.1109588	118.2284248	101.5662956	103.4885855	108.8747692	109.6192489	110.6984799	107.3923536	107.723008	107.5740197	105.9759041	109.7344886	108.4974266	110.3042145	105.9079719	112.4046484	112.6716632	109.2022766	112.848295	111.0057075	107.7850875	103.9403656	120.2693667	99.64224283	107.4775147	101.6924987	98.96732496	112.962301	112.8982345	96.0140836	91.6754135	105.6161153	93.88269683	117.3291068	109.9862242	127.6153122	114.8257822	99.60841618	100.0880347	101.0783625	94.17189932	109.0937381	110.7413093	103.8167125	104.6831639	110.2862358	116.4501081	101.9618618	102.3341162	99.17482605	108.3008543	109.9776705	109.7492477	109.566941	115.3284386	105.5018173	103.6437246	114.8846193	138.4066312	110.7903734	130.6159743	117.0658257	108.2031966	97.69818088	99.71872509	121.1187427	112.8905666	102.6207361	111.6736642	112.1126613	104.7455572	100.462639	113.7295154	99.18127368	111.5333026	112.2267906	109.6839438	113.315238	114.3954434	116.5766649	113.4339426	108.7677203	111.3432275	111.3862875	110.2450376	113.7649477	119.6472524	111.4441853	117.8436399	120.6719777	129.6377343	108.7950152	107.5473412	109.4271623	108.706711	109.1678821	107.0148144	105.760719	106.5128705	111.7451581	107.6742592	102.850413	112.461501	110.4445307	102.1860021	105.6899256	117.5795667	108.0861962	111.7994674	110.4018186	109.6853096	105.274542	98.48410201	109.6814475	110.3734634	110.2119919	110.8904984	93.72970359	85.04998839	108.9719669	101.4629683	106.0140914	110.2515417	106.0937464	108.6082569	106.734924	108.5669528	109.3444102	108.8033005	115.4956194	115.510966	115.3595583	94.88732334	92.47372816	92.95768106	97.0146812	90.71653725	90.49921937	90.78706149	91.42929478	90.91556522	92.89535837	91.54296138	90.16849468	112.4790308	118.7127558	94.84852268	105.9731296	118.2210001	80.906157	118.4886784	111.2496367	123.9782901	112.7874955	114.1163932	154.6572286	121.3482075	107.6648045	111.4381091	105.4103678	103.791809	102.2063825	108.9406182	112.3666552	107.655237	104.8481898	110.000817	113.1769938	128.3063126	114.7045427	115.1187613	112.0575538	103.8402731	115.3317125	127.6382828	121.0334949	104.1970181	116.1268894	114.8961848	113.0571852	120.6842574	106.2916204	112.0792734	118.1463788	114.9572866	109.366057	116.1193204	119.4469629	115.6878508	112.0512692	125.2806655	125.2679934	125.2884934	120.4502473	124.0107523	123.3938814	115.0813878	115.166289	115.4197327	118.6732108	116.7641691	111.4372052	108.7401836	115.089317	112.4989261	118.5736975	112.4613169	120.9463182	110.8894325	112.580435	104.0052941	116.0455301
1987	108.1485563	109.8054435	102.1345065	123.2436598	113.7815329	112.1102385	111.2534761	107.1865609	103.5269011	105.9506279	106.5634908	118.860288	109.6016497	112.9469147	111.3723771	117.3709842	114.7900228	118.2319534	112.7000935	112.2351566	112.1766324	118.0890652	119.0928685	114.5204776	117.3127537	119.8039066	117.2066093	119.5113083	117.749593	105.2954015	109.4948689	117.0382367	122.1278407	105.5896414	106.9543808	109.8336656	110.5515516	111.7199645	109.1194902	108.0962427	108.0825408	105.9053491	110.5820735	109.9708421	111.7953165	105.951635	112.2764078	112.2116088	108.8536256	112.9780631	111.6010039	111.4694166	104.1152876	118.6017356	99.17249468	120.7044787	98.89482641	96.48825547	107.4343317	116.6792301	94.53026652	88.54148878	102.9439098	93.73682457	118.7620067	110.2576354	133.1840077	114.4879072	102.1495663	103.3437398	101.014148	98.96174578	112.8086426	111.9600604	115.5416671	104.4039854	115.9674981	123.6288724	108.748898	107.9327329	107.6837731	116.3162177	116.7166708	117.0885921	115.2276519	122.121581	111.8321184	110.198202	119.0046385	142.6994532	125.5218604	138.5310935	120.6219085	109.0884249	101.7520299	99.89077847	116.7515507	113.3456415	106.1431815	114.5714317	114.7900228	106.0972403	99.40740664	116.9918572	102.3949209	112.9847575	113.7427069	111.0633452	114.7515518	117.1460034	118.643738	116.944448	111.6265697	112.602482	112.3774439	112.6253531	114.5752205	120.6059336	112.2084058	118.8607473	116.685144	126.8608936	111.100199	109.9086644	112.1767155	110.0510559	111.5473368	111.4035128	109.0312181	109.9360056	117.0211412	111.8391636	106.7255765	115.1621126	111.4359893	103.678396	109.2232387	121.506122	111.4269069	114.793878	113.1609894	112.885695	108.560416	101.6343292	114.0615248	114.2496171	114.6061761	113.3367271	83.6505478	67.87905374	113.4189393	94.24052356	114.0324722	120.2776028	112.4886441	114.1043117	118.519189	111.0498491	115.4280212	114.498321	122.2785043	122.2844004	122.1283525	94.69899667	91.26674772	91.60338472	97.64430669	87.67206368	87.385346	87.77107286	90.50261473	90.0366387	91.44961216	90.8640637	89.30396578	118.1121416	117.9315847	98.66433837	111.6959833	128.8817142	84.77978614	123.8874405	115.3971627	130.3662795	116.9947575	118.5864052	158.4229778	125.4371964	111.2222467	114.1849505	107.9524853	106.6358912	104.05907	111.3464426	114.7326266	112.5456638	111.1321688	113.7351115	116.5077322	137.7555768	118.6500712	119.0629598	114.85717	103.7401932	120.7441412	136.3659821	124.7804677	106.2940771	122.9305256	122.1945768	118.6562487	130.2815462	113.9039692	119.0093651	125.541491	121.5585474	116.4463484	120.7094816	124.5272605	119.8985701	116.4744169	131.5437816	131.5271488	131.5540571	125.9956634	129.9433421	129.4985988	119.0696192	121.0000285	122.6983587	126.631052	125.1407913	119.2941385	113.3380313	123.4123368	120.2097759	127.7109934	119.3793456	125.4128363	116.6388904	120.9618507	111.8203441	120.4793213
1988	110.7852533	116.1102704	108.9146704	135.3074762	119.1954361	116.5631748	116.1219668	111.3023729	108.1038504	110.500037	110.4321789	123.8916851	112.1523331	117.2943033	114.1844822	119.9068698	118.7424544	121.9459036	116.0431781	116.4155969	117.5558478	121.7354042	122.5020808	119.9596076	121.6749992	124.4840318	119.3013171	122.9845747	121.3293	109.3287869	111.9446365	122.3195628	127.5563958	110.2015436	111.8987073	113.7657755	114.3958024	115.8056003	112.7564922	112.1323787	110.9633761	108.6777994	112.6423678	113.1377384	115.6797796	109.3347931	116.0218424	115.7396811	113.0913744	116.6945402	114.5223653	116.2009106	108.292151	118.180208	104.6066941	121.851979	104.1448306	101.1144274	108.9951854	125.363841	99.56064133	93.89516426	106.1882051	96.15533254	126.3500765	117.0060832	141.0292805	122.2277468	109.5060367	110.2670604	108.1404805	108.672282	117.7135807	114.9460191	117.3056497	110.0961861	126.4774039	129.1650759	115.5127002	112.4017936	116.5033741	127.9638431	123.0657859	124.6961113	119.4844066	127.6686165	116.1213791	114.9384662	121.4265444	149.0974029	120.2693525	147.8289307	124.6611745	111.2119791	102.5043322	100.4889158	120.3984569	115.8769743	109.7662857	116.374822	118.7424544	109.1338463	103.5688752	117.2132361	107.5716934	115.3095449	116.2253219	114.2438526	115.1840339	120.0291897	122.5665244	119.0601708	112.8560828	116.0567863	115.9689302	115.1607157	118.9764402	122.1333491	117.8400367	121.3786233	120.3401547	132.7854665	116.1850935	115.7913377	115.4340075	113.9023294	116.4315141	116.4383907	115.2126588	116.3582843	122.3483666	116.7489186	111.2575455	117.8247818	113.9649676	108.4872459	110.9773219	124.1727065	115.6365083	117.7775022	120.3733945	117.8141154	114.6008625	105.4206954	112.8155613	115.172997	114.669667	116.6783231	82.84885097	64.87615979	117.1199319	94.45294464	115.4764644	121.1927652	113.9210421	116.9425056	121.972231	113.8291006	117.4036435	124.2829873	125.7480887	125.474658	126.1626992	98.24325745	97.33307294	95.58093463	100.8069052	91.37105112	90.30662932	91.84591545	93.90152088	94.95867959	94.51321704	92.34636787	91.18630575	123.5952281	126.436966	138.6243271	121.9212437	118.2760664	136.1332068	130.0533912	126.4394172	135.0714434	122.6578291	126.2488312	164.3746064	128.0189412	113.2721464	116.7054178	111.0529778	110.1193394	106.0037821	112.4239444	118.5254278	113.0407547	113.2503276	112.8853536	117.8605113	132.734941	121.0510028	118.6215492	120.8082904	105.1150617	120.1901368	137.2749513	123.4183291	104.986956	122.538969	122.3938512	118.7391174	130.4108019	114.820337	121.9259337	128.5129425	125.5088018	119.0081612	123.5676548	127.0722676	122.6908251	119.9178265	138.7322485	138.7256416	138.7363309	130.024347	134.8967755	134.4171856	120.5038645	125.2981207	124.4971519	127.9544393	126.6640251	121.3128605	116.6445674	126.0926369	124.6261	127.9543599	120.2140782	122.2518644	118.6275263	121.8430185	111.7538865	120.9862794
