700	0	4	2	2	1	4	9	3	3	9	0.2	4	1	2	9	1.55	0
700	0	5	3	5	2	4	9	2	2	9	0.2	5	1	4	9	1.75	8
700	0	5	4	3	5	4	9	2	3	9	0.2	5	1	2	9	2.15	0
700	0	5	3	5	3	4	1	3	3	5	0.26	5	1	2	3	2.55	0
700	0	5	3	5	1	4	1	2	3	4	0.31	5	3	2	3	4.35	7
700	0	5	3	5	1	4	1	3	3	4	0.29	5	3	2	3	3.75	9
700	0	4	2	4	1	4	1	3	3	4	0.1	5	3	2	2	1.25	8
700	0	4	2	3	2	4	1	2	3	4	0.11	5	2	6	2	2.35	7
700	0	4	3	3	2	4	1	2	2	4	0.09	5	3	1	2	5.75	7
700	194	4	3	2	3	4	1	2	2	5	0.15	5	3	1	3	5.35	9
700	36	5	2	4	2	4	1	3	4	5	0.17	5	1	2	3	0.35	8
700	45	5	3	3	2	4	1	3	3	4	0.17	5	1	2	3	2.75	9
700	53	4	2	2	1	4	1	3	3	5	0.22	5	3	2	3	2.65	8
700	0	4	1	1	9	4	1	2	3	5	0.27	5	1	2	3	5.45	7
700	0	5	3	5	2	4	1	3	3	5	0.23	5	1	2	3	1.05	8
700	0	5	2	4	2	4	1	2	3	4	0.29	5	3	1	3	4.95	7
700	123	9	9	9	1	4	1	2	3	4	0.28	5	4	1	3	2.75	7
700	31	4	2	2	9	4	1	3	3	4	0.3	5	3	2	3	4.25	9
700	78	4	2	1	2	4	9	3	4	4	0.11	5	3	2	3	0.85	9
200	26	4	2	2	3	4	1	2	4	3	0.11	5	3	7	2	0.45	9
1115	317	4	4	3	1	4	4	2	2	4	0.82	2	5	8	2	5.65	1
1100	0	3	4	2	1	4	4	3	2	1	0.58	2	4	9	1	7.65	1
1100	0	3	4	3	2	4	2	2	2	1	0.43	2	5	9	1	2.75	1
1113	145	4	3	4	1	4	4	3	3	1	0.47	2	2	9	1	5.35	9
1113	145	4	3	3	1	4	9	2	2	1	0.17	2	5	9	1	1.75	9
1113	0	4	3	2	2	4	2	2	2	3	0.25	2	6	9	1	2.75	9
1100	145	3	3	2	1	9	4	2	1	1	0.1	3	5	9	1	5.45	9
1100	0	5	4	2	1	4	9	3	2	1	0.17	3	1	9	2	0.25	9
1100	317	3	3	2	1	9	4	2	2	1	0.09	2	5	9	1	7.25	1
1100	0	3	3	2	1	1	2	2	1	1	0.13	3	5	9	1	3.95	1
1100	317	3	3	9	1	9	4	2	1	1	0.1	2	6	9	1	7.65	1
1110	145	4	3	3	1	4	9	2	2	2	0.31	3	2	9	1	1.65	9
1100	0	4	4	2	2	4	9	2	2	3	0.64	3	2	9	2	0.55	1
1100	0	4	3	2	1	4	9	2	2	2	0.34	3	3	3	2	3.65	9
1100	289	3	3	2	1	1	9	2	2	1	0.23	3	5	9	1	0.25	1
1100	0	3	3	1	1	4	9	2	2	3	0.31	3	5	9	2	2.65	1
1100	284	2	9	9	9	4	1	1	9	9	0	3	3	0	9	3.05	1
1100	0	9	9	9	9	4	9	1	9	9	0.59	2	2	0	9	2.25	1
500	586	1	1	1	9	4	1	1	2	9	0.203	1	6	7	9	2	7
600	0	5	1	4	2	5	9	3	1	3	0.02	5	1	2	1	0.75	0
600	106	3	2	2	1	5	9	2	1	1	0.03	5	5	1	1	2.45	9
600	139	3	2	2	1	5	9	3	1	2	0.02	5	5	1	1	0.25	8
600	73	4	3	3	2	5	9	3	1	2	0.05	5	4	1	1	0.15	9
600	0	3	2	2	1	5	9	2	1	1	0.03	5	5	1	1	0.35	9
600	0	4	4	1	1	4	9	2	1	2	0.1	2	6	1	1	0.95	9
600	0	3	2	2	9	5	9	2	1	1	0.03	5	5	1	1	1.85	9
600	155	4	2	2	2	4	9	3	1	2	0.05	5	3	6	1	1.75	12
600	100	3	3	3	1	5	9	3	1	1	0.03	5	6	1	1	2.45	9
600	27	4	2	4	9	5	9	3	1	3	0.15	5	3	6	2	1.95	9
600	12	3	3	4	1	4	9	2	1	1	0.04	5	6	1	1	1.05	9
600	0	3	4	1	2	3	9	3	1	2	0.07	2	5	1	1	0.45	9
600	0	4	4	2	2	3	9	3	1	3	0.1	2	4	1	2	0.35	9
600	0	3	3	2	2	5	9	2	1	2	0.05	2	6	1	1	0.95	9
600	83	3	2	4	2	3	9	2	1	3	0.19	2	5	1	1	0.25	9
600	83	3	3	2	1	5	9	2	1	2	0.1	3	5	1	1	0.35	9
600	0	3	3	3	1	4	9	2	1	1	0.07	2	5	1	1	3.55	7
600	81	3	3	3	2	4	9	2	1	2	0.16	5	3	1	1	2.05	9
600	0	3	3	2	9	4	9	2	1	1	0.06	5	5	1	1	3.25	9
600	83	3	3	3	2	3	9	2	1	2	0.18	3	5	1	1	3.25	9
600	92	3	3	3	2	4	9	2	1	4	0.18	3	3	10	2	1.75	9
600	372	3	4	2	1	5	9	1	1	3	0.09	3	6	9	1	1.55	1
800	1734	4	4	3	1	4	1	2	1	1	0.79	3	6	8	1	2.05	1
800	1734	5	4	3	3	4	1	2	1	5	0.78	3	5	8	3	2.25	1
800	1734	4	4	3	2	4	1	2	1	3	0.64	3	6	8	1	1.75	1
800	0	5	4	3	1	9	9	2	1	4	0.69	3	6	8	2	0.95	1
800	1665	4	5	3	2	9	9	1	2	2	0.87	3	6	8	2	7.55	1
800	357	5	5	1	1	9	9	2	3	1	0.72	3	6	8	2	2.95	1
800	357	5	5	2	3	4	1	2	2	3	0.81	3	5	8	2	1.95	1
800	0	4	4	3	1	4	1	2	2	5	0.8	3	5	8	3	13.25	1
800	0	5	5	2	1	4	1	2	2	3	0.82	3	6	8	2	9.95	1
800	0	5	5	3	1	4	3	3	2	2	0.77	3	1	10	9	5.05	1
800	1734	4	9	9	9	4	5	2	2	1	0.68	3	6	8	1	6.65	1
800	0	5	9	9	9	4	1	2	2	1	0.52	3	6	3	1	3.95	1
800	0	5	5	1	9	9	9	2	2	2	0.6	3	6	8	2	1.85	1
414	189	5	5	1	5	3	1	2	4	2	0.18	2	5	9	2	0.35	1
900	115	2	2	2	1	4	2	3	4	3	0.42	5	2	2	2	3.45	9
609	225	3	3	2	9	3	9	2	3	1	0.32	5	6	3	2	0.95	9
900	115	3	2	4	9	3	4	3	4	5	0.77	3	1	10	3	4.85	9
900	109	3	2	2	3	2	9	3	4	5	0.29	5	1	2	3	1.65	9
709	39	3	3	4	1	3	9	2	3	2	0.32	5	6	3	2	0.65	7
900	51	4	3	2	3	3	9	3	4	3	0.61	3	2	10	3	1.15	9
900	83	3	3	3	1	5	2	3	3	3	0.54	4	3	10	2	3.55	9
900	0	3	2	2	2	5	9	3	4	4	0.45	3	2	10	3	2.05	9
900	505	3	2	3	1	4	2	2	4	2	0.34	3	2	10	2	2.95	9
900	0	3	2	3	2	5	9	2	3	3	0.38	3	5	10	1	0.75	9
900	0	3	3	2	9	5	9	2	4	2	0.49	3	4	9	1	1.25	9
900	0	3	2	2	1	5	9	3	4	3	0.46	3	1	10	3	0.95	9
900	0	3	3	2	9	4	9	2	4	2	0.48	3	3	10	1	0.55	1
900	0	2	3	2	9	5	2	2	3	1	0.54	3	5	9	1	2.35	1
900	0	3	3	2	1	5	2	3	4	4	0.73	3	3	9	3	0.05	1
900	305	3	2	1	1	2	9	2	3	3	0.51	3	2	9	2	0.95	1
900	0	3	3	2	1	3	4	2	3	1	0.42	3	6	9	1	2.95	1
900	0	3	2	3	1	5	4	2	4	1	0.58	3	4	9	1	2.75	1
900	0	3	3	1	1	2	2	2	3	2	0.55	3	2	9	2	0.15	1
900	417	3	3	1	1	2	9	2	2	1	0.19	3	5	9	1	1.25	1
607	118	5	5	5	1	5	1	3	4	2	0.06	5	3	2	3	5.65	9
300	203	3	3	1	2	9	9	2	4	3	0.11	5	3	2	3	1.85	9
300	0	3	4	1	3	9	9	2	4	4	0.13	5	4	1	3	0.55	7
300	263	4	4	2	1	9	9	2	5	4	0.16	5	3	2	3	0.95	9
300	59	4	5	2	2	4	9	3	5	5	0.43	5	3	2	3	0.55	9
300	59	5	5	3	4	4	9	3	2	5	0.48	5	3	2	3	1.15	8
300	0	5	3	3	5	4	9	2	5	4	0.07	5	4	5	3	19.85	1
300	0	5	5	4	4	4	9	3	5	5	0.39	5	3	2	3	2.45	0
300	0	5	4	2	4	4	9	2	5	5	0.28	5	1	6	3	1.05	0
300	0	5	4	1	5	4	9	3	5	5	0.32	5	1	2	3	0.75	0
300	21	3	1	1	3	9	9	3	5	4	0.19	5	4	2	3	0.45	7
300	39	5	5	3	2	4	9	3	5	5	0.42	5	3	2	3	1.75	8
300	91	5	5	3	4	4	9	3	5	5	0.41	5	3	2	3	0.05	9
1000	435	2	1	1	9	4	9	2	4	3	0.68	2	2	8	1	1.05	1
1000	435	2	1	9	9	1	2	2	3	3	0.56	2	5	8	2	3.85	1
1000	0	9	9	9	9	1	9	3	4	4	0.45	2	2	10	3	2.15	1
1000	435	2	1	9	9	1	4	2	1	1	0.07	2	6	5	1	7.55	1
1000	435	2	1	9	9	4	9	2	2	3	0.53	2	6	3	1	1.15	1
1200	5	3	3	4	4	5	1	2	4	3	0.09	1	2	7	3	2.95	7
1200	5	3	3	3	4	5	1	2	2	2	0.06	1	5	7	2	1.05	7
1200	0	2	9	1	9	4	1	2	2	3	0.14	1	6	7	1	0.75	7
1200	25	2	3	3	2	5	1	2	4	4	0.11	5	5	7	2	1.85	9
1200	94	2	9	1	9	4	1	2	3	3	0.16	1	5	7	2	1.35	9
1200	34	2	2	3	4	5	1	1	2	3	0.21	1	6	7	1	2.05	10
1200	46	2	2	2	3	5	1	1	1	3	0.28	1	6	7	1	3.05	10
1200	77	2	1	2	4	5	1	1	1	3	0.3	1	6	7	1	0.05	10
400	0	9	9	9	9	4	1	3	5	9	0.02	2	3	6	9	1.35	9
400	0	9	9	9	9	4	1	2	4	9	0.04	2	6	1	9	2.95	9
400	0	9	9	9	9	4	1	2	4	9	0.02	2	3	1	9	2.35	9
400	0	9	9	9	9	4	1	3	4	9	0.03	2	3	6	9	0.75	9
400	0	9	9	9	9	4	1	2	4	9	0.04	2	5	1	9	1.55	7
400	0	9	9	9	9	4	1	3	5	9	0.12	2	1	6	9	1.95	2
400	0	9	9	9	9	4	1	3	5	9	0.12	2	1	6	9	0.75	8
400	0	9	9	9	9	4	1	3	5	9	0.06	2	3	6	9	0.45	9
400	0	9	9	9	9	4	1	3	4	9	0.04	2	3	6	9	0.85	0
400	0	9	9	9	9	4	1	3	4	9	0.03	2	4	6	9	1.45	7
400	0	9	9	9	9	4	1	2	4	9	0.03	5	3	6	9	1.15	0
400	0	9	9	9	9	4	1	3	5	9	0.04	5	1	6	9	0.15	0
400	0	9	9	9	9	4	1	3	4	9	0.04	5	1	6	9	1.45	0
400	98	9	9	9	9	4	1	3	5	9	0.09	5	1	6	9	1.15	0
400	0	9	9	9	9	4	1	3	5	9	0.04	5	1	6	9	0.45	0
400	0	9	9	9	9	4	9	3	5	9	0.04	5	1	2	9	1.15	0
400	0	9	9	9	9	4	1	2	5	9	0.06	2	3	6	9	1.35	0
400	58	9	9	9	9	4	1	3	5	9	0.08	5	1	6	9	0.75	0
400	0	9	9	9	9	4	1	2	5	9	0.06	2	2	1	9	1.45	0
400	0	9	9	9	9	4	1	2	4	9	0.09	2	4	1	9	0.35	9
400	0	9	9	9	9	4	1	2	4	9	0.07	2	3	1	9	0.95	7
400	0	9	9	9	9	4	1	2	4	9	0.08	2	2	6	9	0.45	9
400	0	9	9	9	9	4	1	3	4	9	0.08	2	2	6	9	0.45	9
400	0	9	9	9	9	4	9	2	5	9	0.08	2	1	6	9	1.75	8
400	0	9	9	9	9	4	1	3	5	9	0.09	2	1	6	9	0.55	8
400	0	9	9	9	9	4	9	3	5	9	0.1	2	1	6	9	3.05	8
400	0	9	9	9	9	4	1	3	5	9	0.1	2	1	6	9	0.35	9
400	0	9	9	9	9	4	9	3	5	9	0.1	2	1	6	9	4.15	1
414	166	9	9	9	9	4	1	2	4	9	0.07	2	6	1	9	1.75	9
414	0	9	9	9	9	4	1	3	5	9	0.1	2	3	6	9	0.85	8
400	0	9	9	9	9	4	1	2	3	9	0.01	2	3	1	9	0.95	9
400	0	9	9	9	9	4	1	2	3	9	0.01	2	3	1	9	3.85	13
414	0	9	9	9	9	4	1	1	2	9	0.02	2	6	1	9	0.95	1
400	0	9	9	9	9	4	1	2	3	9	0.02	2	5	1	9	2.45	11
414	327	2	1	1	1	4	1	2	4	9	0.13	2	3	9	9	1.95	1
