-126.500103558843 -103.173906503965 -51.8030595917145 -52.5525893553205 -101.725289862772 -51.1478182148741 -27.6893844436082 -50.911244523727 -26.2688776236002 -110.485300992023 -131.089556110153 -49.2054677331937 -99.8493448749886 -128.803602261661 -25.579820002919 -186.209716109774 -60.5405514733917 -251.335661110433 -26.5089259599151 -26.283289847666
-136.272404871596 -110.6015262832 -56.0286459920115 -57.0966596830313 -110.185235847059 -53.3439733341243 -29.5344335035945 -53.5885830072864 -25.7196196393261 -119.159919022896 -143.075620488432 -52.9766200249766 -109.170341189967 -141.045895763479 -29.0435737481956 -200.898632583088 -66.6078013289472 -269.86964820277 -26.9863611608018 -26.1185681176504
-143.26119987556 -116.488579215064 -59.8607778726304 -60.5427975583703 -115.889446379668 -55.3741577709645 -29.8978749915184 -56.7976004621733 -28.9292579524087 -125.72716122492 -150.202212068788 -54.9775019125076 -116.003188687488 -148.575335412301 -28.765516124356 -210.929377699491 -69.3060280567441 -283.716532320328 -29.2809715121872 -30.3289261925026
-145.901137128048 -116.977074176904 -59.5412340903457 -60.4535373383629 -116.69602515532 -55.7669884737179 -29.7426791399135 -57.8401785280606 -29.4235742200816 -124.927183401091 -150.466290263019 -55.1977900876622 -113.857073004457 -150.968063743098 -28.6980886181255 -213.76969375042 -69.783352820677 -287.679849897338 -30.3754084449546 -29.0110755356035
-151.107777059144 -121.512442369267 -60.5050336345168 -61.7049806352062 -120.789922029956 -59.7413989802177 -31.1521710153508 -60.6542546925748 -29.7978833867357 -129.927402374021 -154.423381920902 -56.8077939274665 -118.076514222325 -155.678655215633 -30.4154302468547 -220.127320920695 -72.6429328351968 -295.513329655458 -31.4014498541266 -31.6733711934969
-150.712432778983 -123.491917121721 -59.7217905537841 -61.1376874639635 -121.481336291776 -60.355401333728 -33.4221399919177 -62.0507746140465 -31.1693116481737 -130.618960308835 -156.544438479491 -59.3493483459781 -119.253531848904 -157.863356548456 -31.999018448799 -220.208792941637 -74.2416449951915 -297.643546369461 -32.4403022350769 -30.5368307491116
-155.451548060062 -125.960772030338 -60.6194506819092 -64.6074747983753 -124.106306588868 -61.7133340709044 -33.1796466423781 -62.2693094176344 -32.4657851236751 -135.497391189806 -161.910896506531 -60.5555957010773 -124.644006157986 -160.893565675184 -30.7876523887076 -227.530224995042 -74.8516975175015 -306.353574262175 -33.5635996304481 -31.6846335981118
-160.191645401939 -129.085123665256 -64.1548921580359 -66.9083664574861 -128.858396767504 -64.663684261866 -34.823579581585 -64.8769731256264 -32.9619000015296 -138.524047102359 -165.785387783261 -62.8895092672271 -127.853284939847 -167.058796591939 -31.5384804773467 -235.206766759019 -78.2954085331022 -316.993672145067 -33.5618002417973 -31.1495341892282
-167.387941228305 -134.508468812056 -66.1799728680724 -69.0743001440561 -134.409697276533 -67.9993290573691 -35.7608897257088 -66.3659004195791 -34.3845390700155 -144.664976948957 -170.742398591075 -66.0877923377676 -133.459768354571 -174.219464828774 -32.6999727783393 -243.468743350847 -83.5748842247094 -325.56070034274 -33.5282208853429 -34.7948095980111
-179.40974953358 -143.5281370371 -72.7501761085673 -73.6544229283101 -141.720867139567 -71.2731332105433 -37.2698996326049 -70.213178956512 -35.6174567377421 -155.188088750346 -182.427431257311 -69.7094942620391 -139.491397588677 -184.989718196939 -35.7018664233686 -258.511284422049 -86.0848095578695 -344.929270941905 -35.3145455098655 -36.7616613201429
