2002	BE1	BE2	BE21	BE22	BE23	BE24	BE25	BE3	BE31	BE32	BE33	BE34	BE35	DK01	DK02	DK03	DE1	DE11	DE12	DE13	DE14	DE2	DE21	DE22	DE23	DE24	DE25	DE26	DE27	DE5	DE6	DE7	DE71	DE72	DE73	DE9	DE91	DE92	DE93	DE94	DEA	DEA1	DEA2	DEA3	DEA4	DEA5	DEB	DEB1	DEB2	DEB3	DEC	DED	DED1	DED2	DED3	DEE	DEE1	DEE2	DEE3	DEF	DEG	GR1	GR11	GR12	GR13	GR14	GR2	GR21	GR22	GR23	GR24	GR25	GR3	GR4	GR41	GR42	GR43	ES1	ES11	ES12	ES13	ES2	ES21	ES22	ES23	ES24	ES3	ES4	ES41	ES42	ES43	ES5	ES51	ES52	ES53	ES6	ES61	ES62	ES63	ES64	ES7	FR1	FR2	FR21	FR22	FR23	FR24	FR25	FR26	FR3	FR4	FR41	FR42	FR43	FR5	FR51	FR52	FR53	FR6	FR61	FR62	FR63	FR7	FR71	FR72	FR8	FR81	FR82	FR83	IE01	IE02	ITC	ITC1	ITC2	ITC3	ITC4	ITD	ITD1	ITD2	ITD3	ITD4	ITD5	ITE	ITE1	ITE2	ITE3	ITE4	ITF	ITF1	ITF2	ITF3	ITF4	ITF5	ITF6	ITG	ITG1	ITG2	NL1	NL11	NL12	NL13	NL2	NL21	NL22	NL23	NL3	NL31	NL32	NL33	NL34	NL4	NL41	NL42	AT1	AT11	AT12	AT13	AT2	AT21	AT22	AT3	AT31	AT32	AT33	AT34	PT1	PT11	PT15	PT16	PT17	PT18	FI1	FI13	FI18	FI19	FI1A	FI2	SE01	SE02	SE04	SE06	SE07	SE08	SE09	SE0A	UKC	UKC1	UKC2	UKD	UKD1	UKD2	UKD3	UKD4	UKD5	UKE	UKE1	UKE2	UKE3	UKE4	UKF	UKF1	UKF2	UKF3	UKG	UKG1	UKG2	UKG3	UKH	UKH1	UKH2	UKH3	UKI	UKI1	UKI2	UKJ	UKJ1	UKJ2	UKJ3	UKJ4	UKK	UKK1	UKK2	UKK3	UKK4	UKL	UKL1	UKL2	UKM	UKM1	UKM2	UKM3	UKM4	UKN
1980	32.00018915	13.99001625	17.81252763	10.80302863	12.70249897	13.10771721	12.86634442	11.41571115	12.71924039	10.65851688	12.60529956	9.74333103	10.90073446	23.41402136	13.83002143	16.91636926	19.36093166	21.14739126	19.70844563	17.07466048	17.51010569	17.92567355	20.95203893	15.1081308	14.83426908	15.38925508	19.31881837	15.22895173	16.97031627	23.93693637	28.41122667	18.38392986	20.10150273	15.3088429	15.93332016	15.97519431	16.87529721	17.76786889	13.60964144	15.15731803	18.7610555	20.88351758	20.12781715	15.0969174	17.54656637	17.30792951	16.96793872	15.44757834	14.8195751	18.67542036	16.19762079	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	15.69170825	#VALUE!	6.39020745	5.229478873	6.859575969	6.799487719	6.105806686	7.228866107	4.992791852	5.063445471	5.696028862	12.31567201	6.187601106	8.171767477	5.615522258	5.602055838	6.086886463	5.402816162	7.181603477	6.725215056	7.85894569	8.186248276	9.290203555	9.765265977	10.18889341	9.638493077	7.959084898	9.248144653	6.659738413	7.64778475	6.497294476	4.505428157	8.44467493	8.820772062	7.704557864	9.108770037	6.266808931	6.148973539	6.720850731	5.112033793	13.87637892	6.351317139	22.61730177	14.57423783	15.86647444	15.0219537	14.56567497	14.45137644	13.18354535	14.35122947	12.99605479	15.14980521	14.69094257	16.1163066	14.74481203	12.83661345	13.10971317	12.77421098	12.43743391	13.21545956	13.55113883	12.97827758	12.76168903	15.26496937	15.91605003	12.84366694	13.55265963	11.52288214	14.64417677	11.82360794	6.263108947	7.369961296	12.93714825	12.34592473	14.05473824	10.33065667	13.75691097	12.02235469	13.71542417	12.18353454	10.89053767	10.93723739	13.40005078	10.92133515	11.38489637	10.64216613	10.71029337	10.69248889	6.854849328	8.48511285	7.674277439	6.611558868	6.967523401	7.26836036	6.067311519	6.945892103	6.757648673	7.526178272	19.16936808	30.32127859	11.76429424	14.76737143	12.06298322	10.51481212	12.99374196	#VALUE!	15.64756484	15.22039717	17.06591526	14.91049623	13.89795283	11.93468527	12.25430231	11.31958937	22.39859916	12.99460036	17.00696091	29.0485946	18.12562068	18.94204279	17.75751487	22.76060027	21.21438527	25.8540036	23.25031652	23.78960509	4.706841863	3.787939239	4.377821296	3.534868679	7.298213614	4.34259847	13.43763274	12.6744192	14.63540746	12.48761186	11.87524371	15.25179825	18.37429918	14.59019865	14.62227012	14.72242208	16.42739203	16.4091386	14.767771	15.03591241	8.953937935	9.108340846	8.828519301	9.74930595	9.175781673	10.8285117	9.96575196	9.599664096	9.037192272	9.087949077	8.369346107	8.542812848	9.358957637	9.392827336	9.489746269	9.784852036	9.43481607	8.605547127	9.206865394	7.788132591	8.173579928	10.32915445	9.715035856	9.418033363	11.10884996	8.70811041	12.55908075	19.45951748	8.297636503	9.676069653	10.8094314	9.378169469	10.10838505	8.310148863	8.987947383	9.923645209	8.322668555	6.649269922	8.825193334	8.266356427	7.483803952	9.704788179	9.664760956	11.07222639	10.53310427	8.985311222	8.071881264	7.530378916
1981	32.5993193	13.68665567	17.2546679	10.79054566	12.38211143	12.92842477	12.68035331	11.25382616	12.27612616	10.57641095	12.4178032	9.747160162	10.64891182	23.02232153	13.62501509	16.63458337	19.49488388	21.31610151	19.83370273	17.19593651	17.60024942	18.1129512	21.13515627	15.2708603	15.02619225	15.63046485	19.51250103	15.39426419	17.12756456	24.24901256	28.71811456	18.14346423	19.83984131	15.08174355	15.74484803	15.94387703	16.89017069	17.7830852	13.52106005	15.10050161	18.73277365	20.89103053	20.03373861	15.03872649	17.50886974	17.32680931	17.18792889	15.6480855	15.01470913	18.91636233	16.66368451	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	15.2609289	#VALUE!	6.315577679	5.727040351	6.491519375	6.764850694	6.207199713	7.28512511	5.328728395	5.575961538	5.795356707	11.56170446	6.630155709	7.368096793	5.722143011	5.674507692	6.475806867	5.390836653	7.18165482	6.696651039	7.911825341	8.232803502	9.343825564	9.986561051	10.18072835	9.868043187	7.726520382	9.287182793	6.332531884	7.247774639	6.144359052	4.40531889	8.31784707	8.591450039	7.672896652	9.423150205	6.000904447	5.892870723	6.432621258	4.873963415	12.63966605	6.531591605	23.11011188	14.37725826	15.17449379	14.64662687	14.78355492	14.37229134	12.7743168	14.35286629	13.0773353	15.03375962	14.51838479	16.31800064	14.28510729	13.08828231	13.34668439	13.13029287	12.53446284	13.65602419	14.10347242	13.42553166	12.77556004	15.38157291	16.07079951	12.80017932	14.08842742	12.08438209	15.15589217	12.54366754	6.541443435	7.789979272	12.883751	12.22095183	14.09476444	10.18050262	13.75365699	12.04882398	13.44235758	11.94699551	10.97443407	10.72759014	13.50008748	11.00261445	11.71038214	10.34832444	10.64736234	10.70115071	6.798764582	8.446836845	7.620299332	6.620764853	6.665354872	6.781732637	6.42054677	6.928875792	6.781472227	7.382675339	18.89534046	29.94806631	11.5899323	14.51439896	11.92651507	10.5988577	12.72496821	#VALUE!	15.53535777	15.12943632	17.02307943	14.76668862	13.61140646	11.86293405	12.19407947	11.22278527	22.01166512	13.03048853	16.55558045	28.69784255	17.89226006	18.77741334	17.49309018	22.54200721	21.10428257	25.3397108	22.94697465	23.6958317	4.705760539	3.775120671	4.404247295	3.589436722	7.383294373	3.928093538	13.75971895	12.89260753	14.96313141	12.89399486	12.12107078	15.69382609	18.84263571	14.66268793	14.80222196	14.74258034	16.3676118	16.32940408	14.84317919	15.19172169	8.828230124	9.012342477	8.67868845	9.389129713	9.063665213	10.41356061	9.57725382	9.282890548	8.637275471	8.886967185	8.337537299	8.562849606	9.028480495	9.130941674	9.35828485	9.64057119	9.311107176	8.502048088	8.864272956	7.548808567	7.902494693	9.915751876	9.475448032	9.304958586	10.63971844	8.535205227	12.57424984	19.48302646	8.307659065	9.613336477	10.59138652	9.328418958	10.24859031	8.18556276	8.918692282	9.866985534	8.18679161	6.69099747	8.756084677	8.111988976	7.322133546	9.559941301	9.747839066	11.72575351	10.42109396	9.023990206	8.692444544	7.445974799
1982	32.71841681	13.9169651	17.56929424	11.37184939	12.57310342	13.11342128	12.65386299	11.28996641	12.3683793	10.58352032	12.41438303	10.02318958	10.69916993	23.5377926	14.05308809	17.21757899	19.32438498	21.17672142	19.63128311	17.02109028	17.42887418	18.2174642	21.22549632	15.33037112	15.12986423	15.78399403	19.65210246	15.49993031	17.21095669	23.47532666	28.04523912	18.22464955	19.92465377	15.14109286	15.83134601	15.851749	16.82429058	17.72581714	13.39415033	14.99178914	18.47384595	20.63282767	19.6902912	14.79699876	17.26718709	17.13883456	17.37087991	15.82250881	15.16210191	19.11463178	16.51660849	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	15.14783893	#VALUE!	6.25333186	6.067865724	6.376342236	7.021631944	5.806186344	7.082104919	5.244276923	5.595229508	5.845437594	10.91178269	6.414740103	7.314267689	6.144166845	6.100179487	6.686534188	5.910300395	7.281822362	6.791104002	8.15878513	8.044742461	9.348620219	10.08474184	9.753683355	9.484251523	7.829970464	9.322252085	6.426055244	7.41237417	6.173569929	4.430439997	8.307658869	8.659613376	7.454048087	9.878556445	6.030164325	5.935909755	6.421143031	4.901635658	11.69885586	6.741650096	24.38993442	14.71825146	15.40734012	14.19204884	15.73519132	15.01004017	12.68801407	14.95841048	13.1852276	14.78859881	14.18129116	16.54225538	13.57716353	13.38769427	13.6929081	13.3005556	12.96593646	14.17912523	14.6145659	13.94686582	13.33676847	15.67161319	16.30761647	13.2682749	14.71104518	12.99157191	15.61498275	13.66031117	7.030888317	8.473456522	12.863468	12.10657616	14.26111012	10.32666056	13.73954503	12.04645416	13.70758701	12.19985998	11.05018877	10.7001591	13.36286332	11.15646913	11.86179741	10.57779544	10.60363075	10.90215946	6.88813388	8.649570271	7.425796353	6.961396378	6.587216439	6.605285457	6.218035067	7.032820207	6.858852712	7.569129375	18.37799734	28.51057153	11.52170765	14.60156058	11.78986129	10.74369798	12.41884593	#VALUE!	15.59925637	15.00261007	17.06284867	14.97854602	13.08145357	11.80642564	12.27135668	10.90595403	21.48032286	12.65538492	16.32240783	27.92605786	17.16510412	18.16219583	16.71398471	21.73009521	20.195301	24.83012773	22.28512135	22.54001682	4.74365673	3.731723309	4.441985181	3.57753427	7.495905704	4.236347004	14.09378694	13.21125942	15.49244488	13.03824357	12.14964949	15.91120172	19.25909868	14.70686727	14.93418519	14.73653375	16.28461498	16.25844726	14.90264289	15.31123016	9.009369663	9.025428612	8.996352987	9.687670674	9.495612734	10.80769003	9.897616639	9.573522078	8.80057539	9.275088564	8.890351313	9.184139928	9.170390388	9.531294505	9.700621636	9.974304617	9.712526681	8.728174967	9.061783557	7.823360092	8.193594082	10.03542339	9.65299611	9.664044861	10.8738283	8.422792673	12.88096982	19.96049933	8.509716368	9.830016647	10.91368864	9.60327828	10.32302046	8.324289073	9.223470667	10.33838339	8.447724487	6.701787328	8.911675251	8.616536905	7.715854731	10.26937019	9.826789677	13.46127719	10.2979887	8.920058778	8.879568912	7.687960501
1983	32.23459778	14.0695312	17.41783349	11.77569906	12.94362048	13.30940644	12.77120327	11.39108238	12.49205595	10.71396352	12.46620396	10.11631164	10.81351175	23.93694837	14.22447903	17.70741701	19.77115917	21.70099789	20.08905836	17.38549781	17.79784363	18.68133131	21.74073479	15.6877186	15.53063579	16.23389696	20.19393685	15.89111964	17.6427834	23.35387683	28.81642199	18.83246638	20.59775839	15.61968306	16.36223272	16.00164559	17.0331198	17.93582403	13.4837741	15.09383589	18.64228295	20.86765202	19.82696361	14.86608499	17.40632213	17.34015866	17.62722011	16.07822693	15.33997668	19.39159552	16.88382529	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	15.38069682	#VALUE!	6.130422327	6.041588968	6.221221742	6.505	5.841219718	7.038991357	5.391006135	5.664125	5.769569733	10.72808775	6.400696398	7.508911541	6.020256383	5.518441026	6.921440678	5.794667976	7.211486409	6.791466716	7.850302611	8.111399098	9.37273888	9.839770454	9.861974234	9.889756336	8.217272714	9.367463869	6.504725607	7.648977217	6.133620305	4.315386672	8.460300439	8.775658982	7.60477296	10.38823156	6.167513156	6.025852467	6.82475125	4.938423246	12.83206162	6.904185573	24.93776954	14.60437371	14.91499437	14.06173153	15.47997013	14.97156872	13.07682288	14.79736367	13.01571439	14.85282231	14.1613444	16.5515361	13.86180363	13.36740702	13.67347876	13.22498207	13.0374729	14.50138432	15.10513063	14.13736727	13.45963018	15.85679485	16.50263331	13.40330465	14.69177819	12.93030806	15.63153518	13.39496954	7.00747554	8.546712359	12.89916745	12.22673866	14.17732332	10.23261005	13.75640562	11.97069836	13.77478867	12.27141604	11.09565662	10.58772857	13.13430314	11.33677735	11.70954369	10.6206434	10.6674006	11.37574587	7.127827317	8.768109078	7.594990641	7.082648497	6.963301743	6.896645109	6.584215708	7.359025494	7.189484212	7.883242941	18.37966338	28.77717127	11.53418937	14.26519681	11.82841284	10.74760298	12.47767251	#VALUE!	15.76680042	15.02105289	17.24567723	15.20605203	13.05200524	12.02506776	12.39647224	11.30474214	21.14222846	12.00654815	15.86312308	27.80711154	16.67897634	17.4889581	16.3102186	21.32936521	19.94297183	24.47785571	21.66148908	21.85105503	4.74213232	3.78848877	4.367417982	3.589629207	7.455830571	4.093204615	14.41232972	13.1874904	16.06757453	13.05395625	12.55237172	19.64555556	20.08339796	15.03353263	15.34356091	15.01766257	16.50615261	16.48253611	15.23543031	15.71383627	9.21033006	9.162451926	9.249136013	10.03715199	9.965235025	11.1930821	10.30554557	9.885869324	9.015702118	9.41124423	9.0122774	9.463144068	9.223631881	9.678833583	9.791678451	10.12367364	9.861278662	8.475657637	9.196675637	7.948280526	8.434034194	10.12384114	10.08193132	9.876027426	11.5774234	8.855589155	13.46029955	20.85340448	8.893718391	10.44892066	11.87458797	10.20515444	10.79747134	8.694661756	9.349327318	10.49418905	8.567249321	6.817050366	8.991151016	8.696175766	7.767682806	10.39641501	10.04715057	12.95264184	10.75962551	9.084327899	9.124497714	7.81480531
1984	33.02036563	14.44146465	18.14726665	11.52912075	13.36295058	13.47001734	13.16609354	11.43284757	12.59778109	10.48252705	12.85273279	10.41034886	10.68944787	24.81610507	14.87635328	18.71297135	20.35394913	22.37348582	20.69067966	17.86207848	18.29322102	19.3868313	22.52401562	16.23248901	16.17480588	16.90087656	21.02371405	16.4680892	18.29909556	24.27445388	30.37588445	19.64986049	21.49787897	16.2934531	17.06198353	16.66808197	17.80578291	18.73336224	14.00141475	15.67320445	19.09782681	21.43804511	20.2802186	15.15642056	17.79129092	17.79941278	18.13810575	16.56140458	15.7867646	19.93730489	17.25139882	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	16.02104577	#VALUE!	6.471296899	6.850200358	6.595722359	6.422321799	5.913112971	7.013799055	5.179813456	5.698184783	5.606872434	11.1079	6.24512116	7.604891608	5.991599576	5.901282051	6.958350211	5.578496094	7.299762887	6.910873631	7.862999218	8.196131808	9.379365573	9.660524682	9.990974098	10.10389001	8.458599142	9.46608835	6.714367103	7.829894105	6.120814992	4.942552384	8.653569194	8.914609145	7.812979327	11.00226796	6.12921072	6.023501358	6.626545779	4.839041146	11.38464523	7.09568997	25.11361912	14.88699029	15.03828385	14.45676529	15.37098224	15.34205866	13.81333553	14.98640906	13.3534057	15.26280701	14.46122781	17.11612276	14.26799716	13.63276177	13.99242177	13.47920534	13.21886545	14.83994411	15.43298867	14.53978385	13.62523207	16.23792679	16.90077381	13.70262129	14.783285	13.11242976	15.71318385	12.99262183	7.184954479	8.868481537	13.140787	12.43211771	14.55249339	10.80977766	13.94304851	12.32624389	14.38513147	12.82441601	11.51477672	10.93986127	13.37172256	11.54991782	11.85432012	10.52232236	10.57871337	11.77253737	7.269234631	9.107015976	8.05073766	7.238260206	7.096374177	7.657458447	6.358176157	7.511448908	7.281562047	8.223772441	19.38433027	31.35635405	11.64538412	14.49020487	12.03011896	11.05953062	12.61202573	#VALUE!	16.30590079	15.39413649	18.04736766	15.4876657	14.62424507	12.57654138	12.89922913	11.94937396	21.16465427	11.91553042	15.88533868	27.88394283	16.57883008	17.56271466	16.12931096	20.88788187	19.42779089	24.02409553	21.44428428	21.26980182	4.671604463	3.786539078	3.929858896	3.556790082	7.306344725	4.003975667	15.04596394	13.75760101	16.82632335	13.52921657	13.10817427	20.57771186	21.15397731	15.56232717	15.96373149	15.49246565	16.96045982	16.93278767	15.78036544	16.30510503	9.268199438	9.206246496	9.318273522	10.13836004	10.19057826	11.30743293	10.46328307	9.890418788	9.051485898	9.595710564	9.624691727	10.02411433	8.913771502	9.872659596	10.24546226	10.25015768	10.63496006	9.245512829	9.633571177	8.359242549	8.81772347	10.60756166	10.48678032	10.65232759	11.82979384	8.929865627	13.81463119	21.40553304	9.127000979	10.72104544	12.36685608	10.51215532	10.94583805	8.749734293	9.794075111	10.9723359	9.077656953	7.102025871	9.386436229	8.970603146	7.963277259	10.80733088	10.38058609	13.48925459	11.33314964	9.347071248	8.368391593	8.184649002
1985	32.77533013	14.83360955	18.50948153	11.74701422	13.85256949	13.84172124	13.61978359	11.94979731	13.28173869	10.89181719	13.27397177	11.04028482	11.57917901	25.66605341	15.18545006	19.22356935	21.01253912	23.10365749	21.39164212	18.40993712	18.86770835	19.852386	23.01639366	16.56781005	16.57698576	17.36967009	21.5952183	16.87552513	18.75037988	24.26227636	31.2205503	20.27270668	22.17304385	16.81929232	17.60906991	17.05544296	18.29647467	19.21725502	14.28327155	15.98151021	19.74403922	22.22508452	20.91211601	15.61245951	18.36100762	18.44232406	18.44544897	16.84733261	16.06123466	20.26805292	17.8437308	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	16.26882382	#VALUE!	6.78242518	7.229174775	6.874168911	6.960463668	6.160975104	7.056993165	5.134296636	5.738794595	5.546484761	11.18082278	6.431526405	7.546244412	6.337055907	5.911923077	6.961193277	6.209590291	7.040158074	6.491956967	7.93624319	8.071298793	9.782242482	10.19044994	10.52614651	10.12430414	8.652229106	10.0639228	6.832679675	7.807492691	6.448696925	5.079433386	8.97623086	9.148933364	8.415313986	10.5435251	6.393566816	6.227567246	6.998737606	7.048516133	14.67540492	7.770198662	25.99112909	15.36423226	15.35431792	14.58167243	16.769917	15.86317845	13.75708998	15.40903815	13.68857016	15.34179447	14.40500988	17.27629178	14.497942	13.749394	14.13073597	13.53817796	13.39259569	14.8198893	15.53960165	14.45229644	13.34414041	16.38937714	17.17644902	13.35959963	15.01736134	12.95038433	16.13307464	13.46941509	7.557211177	9.440050897	13.66830596	12.90738107	15.11267469	11.11945162	14.53616837	12.54223359	14.29924458	12.77162299	11.81464141	11.28836613	13.51770152	11.88569125	12.35330784	10.76261523	10.93831793	12.00218194	7.393550503	9.286756393	8.281030564	7.342317865	7.103265789	7.295862938	6.852459588	7.451574981	7.228305226	8.14430662	20.53552228	33.89653407	11.7911624	15.28376828	12.16411888	10.99787347	12.8601808	#VALUE!	16.45426008	15.56240242	18.49024729	15.46052787	14.37111924	12.95750328	13.26138994	12.36516191	21.45625997	11.85686085	15.80040072	28.62528033	16.8432702	17.37835244	16.59814316	21.48083774	20.41668539	24.09718963	21.73395539	21.54901942	4.795568511	3.579317147	4.228193353	4.20919755	7.378617473	4.100489039	15.56729656	14.03891467	17.67153255	13.83836113	13.10921537	22.09847458	21.80971983	15.80032744	16.29017489	15.72007331	17.12356748	17.09026017	16.06211767	16.60145677	9.61916283	9.597534113	9.636591243	10.59681496	10.99979738	11.84961385	10.96525051	10.29024211	9.311060497	10.12108738	9.948450146	9.981677256	9.773792726	10.46035041	10.70649175	10.97433002	11.05940673	8.896131475	10.07394472	8.82065734	9.184140913	11.0854092	10.78225814	10.82378148	12.27338888	9.238792161	14.53787546	22.52601867	9.604876181	11.04527727	12.84588569	10.93721278	11.02621533	8.961304843	10.02850163	11.31996306	9.363528345	7.103884527	9.458833428	9.056666578	8.015919319	10.95333409	10.72614598	12.78671085	11.85353399	9.880000856	7.89707591	8.482252055
1986	33.94786051	15.13795825	18.29904735	12.59556814	14.38285349	14.225106	13.96645534	12.23805359	13.19	11.26136599	13.56237264	11.28205504	11.90595544	26.70278765	15.83759898	20.1370993	21.70605574	24.61019711	21.74150403	18.54987215	18.93460584	20.45922525	23.44414939	16.83230007	17.07706199	17.96591795	22.4287262	17.84159745	19.54032391	24.60896179	31.65316514	20.79423933	23.76569004	15.54862462	16.48916766	17.39295593	18.49857405	19.66876077	14.61571427	16.32791892	20.18202153	22.13149656	22.08715721	16.37976688	19.35460221	18.33047713	19.07275186	17.40504344	16.18331339	21.07489345	17.98028355	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	16.91332147	#VALUE!	6.642004986	6.289461121	6.835035344	7.307920415	6.209147383	7.154215411	5.639972561	5.716540541	5.468989914	11.29044324	6.535103918	7.671875687	6.588642105	6.161489691	7.767799163	6.203825919	7.15348148	6.731135582	7.943693614	7.709145484	10.13503034	10.8141834	10.57777418	10.08987951	8.777775139	10.76947445	6.790393276	7.826292933	6.443680495	4.879417185	9.287256767	9.680730981	8.441648366	10.50500226	6.611597306	6.3730252	7.721223777	7.075393759	15.37369202	8.295834761	26.47713106	15.76979122	15.5012569	14.97970071	17.64176238	16.31424075	13.52905128	16.02654382	13.7319942	15.86874788	14.7589086	18.32899739	14.62409237	14.31709893	14.71261035	14.01125838	14.09350783	15.11788356	15.7974657	14.72177194	13.88059823	16.99650957	17.72829724	14.15950545	15.41817615	13.78681188	16.3200835	13.93336996	7.557817431	9.55425084	14.07497241	13.2777138	15.37970123	11.2301171	15.01812836	12.86570055	14.50553122	12.97703236	12.16964853	11.77658933	13.78200757	12.28229743	12.57399537	10.8748041	11.31970109	12.5721821	7.409145896	9.486310976	8.472541859	7.251908817	7.33502835	7.158179432	6.654715097	7.666421682	7.447739208	8.345816598	17.96739188	25.78824392	12.81978283	14.98341339	12.78846206	11.59274247	13.78554764	9.676182492	16.99454742	16.24547935	18.52794417	16.30379417	15.12143138	13.78403867	14.15506297	13.0582283	21.25343121	12.01659141	15.80927648	28.18140144	16.44293544	17.14240085	16.12152594	20.80985631	19.28717828	24.01716929	21.28402827	21.4507288	5.294210111	4.496767057	4.152298824	3.746010968	8.628021125	3.513429536	15.92207344	14.10024531	18.14472792	14.08446466	13.5515998	23.58800847	22.2968827	15.70850885	16.29478133	15.51895926	17.05028736	16.77118696	16.08810103	16.89535185	9.639383105	9.549930501	9.711443358	11.03397139	11.77310712	12.42079483	11.47245021	10.75714876	9.384245133	10.48128731	10.68248966	10.33966496	9.751754781	10.90759821	10.90335641	11.06247829	11.38633771	9.146975483	10.31898784	9.201396633	9.396125707	11.29658895	11.28103361	11.24955482	12.85158977	9.75754824	15.73409995	24.37654707	10.39598376	11.65484983	13.40485719	11.57208731	11.63286981	9.57049006	10.37386484	11.7767084	9.717894787	7.409760567	9.596531435	9.513693151	8.41919908	11.50732618	10.86911744	13.39145016	11.68009956	10.11570246	8.395183847	8.738668129
1987	34.60774257	15.3617994	18.19273719	13.31404785	14.45309805	14.69509302	14.31425542	12.23610818	13.16783543	11.29276556	13.43264724	11.58095133	11.9473848	26.44541474	15.40282362	19.85490909	22.22441786	25.00297379	22.21143665	19.16377192	19.64224688	21.16826032	24.95238416	17.30190356	17.40248956	18.43692878	22.64293198	18.20031945	19.98247834	25.20449326	31.10883538	21.51622735	24.54953122	16.16455232	17.04138391	17.54614149	18.6559029	19.85025682	14.85077136	16.38449128	20.27742547	22.1167622	22.25775756	16.6022072	19.61623942	18.33803429	19.05099207	17.33397618	16.13164479	21.0991282	18.0767074	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	17.49145564	#VALUE!	6.653182862	6.202252708	6.802812614	8.207286207	6.038326923	6.975006797	5.363972561	5.907989189	5.384471264	10.90447935	6.369758503	7.659955344	6.669106918	6.176694301	8.106759336	6.185571154	7.335976809	6.950088749	7.938647034	8.101254208	10.48015252	10.93319768	11.77241731	10.0629709	9.229951627	11.43337696	7.242392132	8.254463086	6.996531843	5.240543624	9.856343435	10.32811782	8.877781114	11.12377397	7.008305183	6.776058281	7.998124117	7.294844269	17.41788897	8.798549084	27.28142105	15.89880649	16.14445982	15.00554649	17.00565139	16.38000533	13.99343448	16.44240908	14.03054349	16.07352524	14.60388502	18.8547664	15.09793861	14.50341658	14.91134263	14.18746604	14.27214841	15.48138271	16.07757764	15.17737507	14.2454357	17.18873439	17.88605019	14.46522524	15.52798966	13.89727958	16.4319973	14.05362876	7.308117696	9.349598759	14.37319745	13.56924098	15.76614373	11.36899675	15.34546782	13.39332544	14.95409404	13.39409122	12.74423146	12.23211481	14.30128144	12.57724028	12.6868719	11.03362714	11.69812929	12.9920286	7.638146583	9.740390096	8.684288278	7.463504176	7.563972389	7.387149299	6.920468035	7.935655133	7.744682739	8.529924127	16.03528141	20.58179699	13.34293774	13.91684815	13.75571798	12.64696396	14.61648415	11.57339072	17.85454616	18.03909129	18.95167314	17.21089075	15.91292264	14.59355464	14.9851001	13.82442801	21.21124867	11.85974912	15.57895183	28.3642988	15.8911057	16.55256963	15.58596131	20.59893837	19.10071942	23.64338602	21.12618241	21.24506079	5.559351728	4.467176772	4.319348416	3.948306328	9.406062815	3.681645696	16.64753927	14.62592014	19.07963621	14.60985121	14.08242462	24.16235294	23.04820575	16.22754673	16.69643191	15.89322053	17.51749589	17.07519702	16.44338767	17.25109724	10.07726889	10.12229672	10.04112627	11.35869526	12.64015097	12.84803684	11.86551925	11.02590251	9.375200718	10.97316607	11.41294102	10.65976182	9.948017644	11.54665201	11.59595529	11.61033837	12.29182426	9.802059746	10.95703205	9.777337777	9.93568503	12.02792318	11.72696942	11.72801894	13.31935227	10.14272083	16.52068976	25.59454851	10.91587746	12.19142815	14.04613642	12.14459805	12.03601559	10.05528249	11.02806392	12.56641633	10.41505328	7.93218927	10.00230038	10.20170363	8.996263962	12.39408139	11.53772839	13.88599315	12.28569594	10.86879874	9.026005406	9.072549409
